Experiment,Range,Pass,Pedigree,Shed GDU,Silk GDU,PLTHT (cm),EARHT (cm)
BcObs_NC,57,16,5699V2P,1396,1346,315,117
BcObs_NC,57,17,GEMS-0244/GEMS-0298//GEMS-0293/GEMS-0115,1552,1570,361,160
BcObs_NC,57,18,GEMS-0281/GEMS-0311//GEMS-0321/GEMS-0147,1449,1476,330,152
BcObs_NC,58,3,6469V2P,1369,1369,333,122
BcObs_NC,58,4,GEMN-0331/GEMN-0272,1476,1527,366,147
BcObs_NC,58,5,GEMS-0311/GEMS-0281//GEMS-0244/GEMS-0298,1501,1501,363,140
BcObs_NC,58,6,W7870,1476,1501,356,137
BcObs_NC,58,7,GEMS-0245/GEMS-0332,1501,1527,348,135
BcObs_NC,58,8,GEMS-0226/42T2//90DJD28,1501,1527,363,150
BcObs_NC,58,9,MBS3520/MBS8814,1501,1476,343,140
BcObs_NC,58,10,GEMS-0050/GEMS-0226//GEMS-0244/GEMS-0298,1501,1501,353,137
BcObs_NC,58,11,CML451/LH293//LH287,1449,1476,338,135
BcObs_NC,58,12,POPULATION 44 (IST) C2/PH37C//GEMS-0330,1476,1527,340,145
BcObs_NC,58,13,GEMS-0321/GEMS-0147//GEMS-0245/GEMS-0320,1449,1476,312,122
BcObs_NC,58,14,GEMS-0321/GEMS-0332,1396,1346,290,104
BcObs_NC,58,15,CML451/LH293//PH1CA,1586,1552,345,150
BcObs_NC,58,16,GEMS-0245/GEMS-0320//GEMS-0050/GEMS-0226,1570,1570,368,157
BcObs_NC,58,17,GEMS-0281/GEMS-0311//GEMS-0321/GEMS-0147,1322,1297,284,94
BcObs_NC,58,18,GEMS-0226/42T2//90DJD28,1449,1476,333,122
BcObs_NC,59,3,LH233/CML287//LH238,1476,1552,358,137
BcObs_NC,59,4,W7870,1476,1527,356,142
BcObs_NC,59,5,GEMS-0311/GEMS-0281//GEMS-0050/GEMS-0226,1449,1476,335,135
BcObs_NC,59,6,W5510,1322,1297,295,109
BcObs_NC,59,7,GEMS-0281/GEMS-0311//GEMS-0245/GEMS-0320,1449,1476,330,114
BcObs_NC,59,8,GEMS-0245/GEMS-0332,1501,1501,312,135
BcObs_NC,59,9,P0589,1501,1501,358,147
BcObs_NC,59,10,POPULATION 44 (IST) C2/PH37C//LH242,1322,1297,312,109
BcObs_NC,59,11,Celaya-GTO84/LH228//90DJD28,1476,1476,348,155
BcObs_NC,59,12,GEMS-0321/GEMS-0332,1501,1527,348,142
BcObs_NC,59,13,GEMS-0321/GEMS-0147//GEMS-0245/GEMS-0320,1346,1346,315,104
BcObs_NC,59,14,W6820,1396,1396,330,122
BcObs_NC,59,15,GEMS-0298/GEMS-0333,1346,1346,335,124
BcObs_NC,59,16,CML343/GEMS-0032//LH242,1423,1423,333,124
BcObs_NC,59,17,GEMN-0331/GEMN-0272,1476,1501,363,135
BcObs_NC,59,18,MBS3628/MBS9530,1423,1396,335,127
BcObs_NC,60,5,GEMS-0245/GEMS-0330,1476,1501,371,145
BcObs_NC,60,6,GEMS-0311/GEMS-0281//GEMS-0244/GEMS-0298,1322,1297,340,122
BcObs_NC,60,7,5379D2,1501,1552,368,135
BcObs_NC,60,8,MBS3520/MBS5411,1527,1476,330,130
BcObs_NC,60,9,MBS3520/MBS8814,1476,1501,330,124
BcObs_NC,60,10,GEMS-0281/GEMS-0333,1322,1297,295,102
BcObs_NC,60,11,POPULATION 21 (IST) C2/GEMS-0227,1449,1476,328,97
BcObs_NC,60,12,6469V2P,1501,1501,348,152
BcObs_NC,60,13,Vandeno Synthetic/GEMS-0227,1552,1527,333,130
BcObs_NC,60,14,MBS3640GT/MBS8731,1476,1449,338,114
BcObs_NC,60,15,GEMS-0050/GEMS-0226//GEMS-0244/GEMS-0298,1552,1527,345,140
BcObs_NC,60,16,CML451/LH293//PH1CA,1552,1476,325,130
BcObs_NC,60,17,CML451/LH287//PH1CA,1449,1476,330,137
BcObs_NC,60,18,W4240,1322,1297,287,86
BcObs_NC,61,9,CML451/LH287//LH273,1322,1297,284,97
BcObs_NC,61,10,POPULATION 44 (IST) C2/PH37C//GEMS-0330,1527,1527,328,135
BcObs_NC,61,11,CML451/LH293//PH2E4,,,,
BcObs_NC,61,12,CML451/LH293//LH287,,,,
BcObs_NC,61,13,CML451/LH293//PH2MW,,,,
BcObs_NC,61,14,CML451/LH287//PH2MW,,,,
BcObs_NC,61,15,St. Croix Group 3/LH287,,,,
BcObs_NC,61,16,5699V2P,,,,
BcObs_NC,61,17,P1151,,,,
BcObs_NC,61,18,CML451/LH287//PH2E4,,,,
BcObs_NC,66,3,GEMS-0293/GEMS-0115//GEMS-0281/GEMS-0311,,,,
BcObs_NC,66,4,GEMS-0244/GEMS-0298//GEMS-0293/GEMS-0115,,,,
